ts_ms,valid_L,interp_L,side_L,pLx,pLy,pLz,qLx,qLy,qLz,qLw,valid_R,interp_R,side_R,pRx,pRy,pRz,qRx,qRy,qRz,qRw
1779153051126.806,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,-0.117768,-0.226259,0.310604,0.048023,-0.189275,-0.386319,0.901458
1779153051160.140,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,-0.092565,-0.224092,0.305227,-0.511154,0.018932,0.287221,0.809857
1779153051193.473,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,-0.087935,-0.223306,0.303959,-0.518684,0.024458,0.252266,0.816536
1779153051226.806,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,-0.086724,-0.222379,0.304108,-0.531750,0.032349,0.256375,0.806516
1779153051260.140,1,0,0,-0.022965,0.250216,0.358276,0.864659,0.133326,-0.117077,0.469981,1,0,0,-0.090588,-0.220959,0.304051,-0.582007,-0.054383,0.258396,0.769117
1779153051293.473,1,0,0,-0.023771,0.248133,0.361426,0.865537,0.125298,-0.098306,0.474850,1,0,0,-0.091018,-0.219520,0.305221,-0.524540,0.068575,0.225078,0.818227
1779153051326.806,1,0,0,-0.024330,0.247295,0.364713,0.874881,0.123846,-0.113983,0.454150,1,0,0,-0.087541,-0.217197,0.302450,-0.507637,0.025442,0.174000,0.843434
1779153051360.140,1,0,0,-0.023205,0.244552,0.368395,0.903815,0.100438,-0.113843,0.400088,1,0,0,-0.086397,-0.213877,0.300159,-0.533498,0.068171,0.161485,0.827439
1779153051393.473,1,0,0,-0.021102,0.243200,0.371291,0.896298,0.109441,-0.110929,0.415171,1,0,0,-0.089422,-0.209337,0.300601,-0.508164,0.117905,0.141626,0.841315
1779153051426.806,1,0,0,-0.020319,0.242643,0.372995,0.915150,0.089707,-0.107764,0.377943,1,0,0,-0.085504,-0.204422,0.300733,-0.644958,0.110131,0.002615,0.756236
1779153051460.140,1,0,0,-0.019906,0.239829,0.375782,0.915854,0.092743,-0.119800,0.371831,1,0,0,-0.086700,-0.202407,0.296870,-0.496706,0.112114,0.061483,0.858448
1779153051493.473,1,0,0,-0.020157,0.239279,0.376652,0.899581,0.105573,-0.118406,0.406925,1,0,0,-0.087274,-0.197655,0.297921,-0.674111,0.026883,-0.085691,0.733150
1779153051526.806,1,0,0,-0.020889,0.239154,0.377544,0.913541,0.088914,-0.144980,0.369483,1,0,0,-0.083779,-0.197250,0.297804,-0.724154,0.053030,-0.023711,0.687188
1779153051560.140,1,0,0,-0.020868,0.239034,0.377656,0.916858,0.091557,-0.130777,0.365904,1,0,0,-0.083484,-0.197308,0.297858,-0.494167,0.197073,0.160615,0.831363
1779153051593.473,1,0,0,-0.019604,0.238752,0.378407,0.902244,0.106128,-0.112464,0.402547,1,0,1,-0.091633,-0.198223,0.295293,0.076564,0.911127,0.393153,-0.097042
1779153051626.806,1,0,0,-0.021386,0.237775,0.379671,0.926010,0.080542,-0.115919,0.350116,1,0,0,-0.083022,-0.199191,0.293380,-0.055190,0.343528,0.280371,-0.894614
1779153051660.140,1,0,0,-0.023382,0.238637,0.380687,0.889403,0.104226,-0.124073,0.427441,1,0,1,-0.090692,-0.194871,0.296163,-0.146768,-0.879244,-0.397609,0.217475
